id|congresista_id|tipo_investigacion_id|descripcion|activo|usercreated|usermodifed|created_at|updated_at
42|793|14|"Renunció a su curul (19ENE08).
http://www.elespectador.com/impreso/partido-de-u/articuloimpreso109955-malestar-renuncia-de-gina-parody
Visto: enero 31/13"|TRUE|NA|NA|2010-02-16T21:32:29Z|2013-01-31T19:58:11Z
11|1253|1|"INVESTIGADO en el proceso de la PARAPOLÍTICA (27MAR08). Renunció a su curul (08OCT07). Fue llamado por la Corte Suprema de Justicia por su supuesta autoría intelectual de los homicidios de los políticos de su región Eusser Rendón, Carlos Sabogal y Nubia Sánchez, el 13 de septiembre de 2004.

http://www.semana.com/wf_InfoArticulo.aspx?IdArt=106824
Visto: enero 28/13"|TRUE|NA|NA|2010-02-15T21:18:44Z|2013-02-01T14:23:55Z
92|1062|14|"RENUNCIÓ para aspirar a la Gobernción de Casanare (23OCT06).
http://es.wikipedia.org/wiki/Liliana_Bar%C3%B3n_Caballero
Visto: enero31/13"|TRUE|NA|NA|2010-02-22T21:06:42Z|2013-02-11T13:17:56Z
44|87|1|"INVESTIGADO en el proceso de la PARAPOLÍTICA (08JUL08). 

http://www.elespectador.com/noticias/judicial/articulo-parapolitica-investigacion-previa-contra-dilian-francisca-toro
Visto: enero 31/13

http://www.elespectador.com/noticias/judicial/articulo-425891-don-berna-nego-cualquier-vinculo-dilian-francisca-toro
Tomado: junio 05/13"|TRUE|NA|NA|2010-02-16T21:33:51Z|2013-06-05T14:38:57Z
35|1234|88|"El Consejo de Estado delegó la demanda de pérdida de investidura que pesaba sobre la hoy candidata presidencial Marta Lucía Ramírez. (19ENE10). Se solicitó la pérdida de investidura de la Senadora Ramírez por violación al régimen de inhabilidades porque  la ex Congresista celebró un contrato estatal seis meses antes de posesionarse como Senadora de la República con Bancoldex. (10JUL09).

http://www.elespectador.com/node/182948
Visto: enero 31/13"|TRUE|NA|NA|2010-02-15T22:53:48Z|2013-01-31T20:21:02Z
72|1262|3|"CONDENADA a seis años de cárcel (10AGO09) por la Corte Suprema de Justicia dentro del proceso de la PARAPOLITICA. Renunció a la curul (15DIC08).

http://www.elespectador.com/articulo156850-condenan-parapolitica-karelly-lara-representante-camara
Visto: enero 31/13"|TRUE|NA|NA|2010-02-17T21:26:42Z|2013-01-31T16:52:44Z
69|1220|26|"Perdió la investidura por concusión. Renunciado y empezó a ser investigado por la Corte Suprema de Justicia por fraude electoral y trasteo de votos por haber ofrecido subsidios de vivienda a cambio de votos y haber facilitado el trasteo de votantes de Vilavicencio hacia Bogotá. (06OCT09).

Visto: enero 31/13"|TRUE|NA|NA|2010-02-17T21:20:07Z|2019-05-30T20:24:03Z
77|1228|12|"Perdió la investidura por haber sido contratista del Estado seis meses antes de su elección como representante. intervino en la celebración de un contrato de prestación de servicios de transporte con una Empresa Social del Estado de Guaviare en diciembre de 2005, con lo cual incurrió en una de las causales de inhabilidad previstas en la Constitución.  (11DIC07).


Visto: enero 31/13"|TRUE|NA|NA|2010-02-17T21:41:31Z|2019-05-30T20:29:16Z
67|1190|1|"Llamado a juicio (10ABR08). Investigado  por la Corte Suprema de Justicia dentro del proceso de la ELENOPOLÍTICA. Renunció a su curul (21MAY08).

http://www.cambio.com.co/paiscambio/751/ARTICULO-WEB-NOTA_INTERIOR_CAMBIO-3825724.html
Visto: enero 31/13"|TRUE|NA|NA|2010-02-17T21:13:37Z|2013-01-31T17:00:59Z
57|1239|3|"Corte dejó en firme su condena. (12NOV13). Condenado a 8 años de cárcel por los delitos de concierto para delinquir agravado, promover grupos armados ilegales y constreñimiento al sufragante. (19JUL10). DETENIDO y siendo investigado en el proceso de la PARAPOLÍTICA.

http://www.radiosantafe.com/2010/07/19/por-parapolitica-condenado-excongresista-alvaro-moron-cuello-a-8-anos-de-carcel/
Visto: enero 31/13
http://www.elespectador.com/noticias/judicial/corte-dejo-firme-condena-contra-excongresista-alvaro-mo-articulo-457790
Tomado: Noviembre 12/13"|TRUE|NA|NA|2010-02-17T20:54:58Z|2013-11-12T18:45:03Z
362|12911|233|El Consejo de Estado admitió para su estudio una demanda de nulidad (17DIC18) por presunta inhabilidad para ejercer como Representante a la Cámara por haber celebrado un contrato con la alcaldía de Cartagena en 2017.|TRUE|NA|NA|2019-02-20T14:32:31Z|2020-02-18T17:53:06Z
65|988|13|"Consejo de Estado declaró NULIDAD ELECTORAL a su elección por considerar que las autoridades departamentales no protegieron el derecho al sufragio al permitir que las Farc sustrajeran e incineraran material electoral. Se llamarán nuevos comicios. 

"|TRUE|NA|NA|2010-02-17T21:10:11Z|2013-01-31T19:32:56Z
59|1209|1|"INDAGACIÓN PRELIMINAR  dentro del proceso de la PARAPOLITICA.

http://eje21.com.co/index.php?option=com_content&task=view&id=13170&Itemid=1
Visto: enero 31/13"|TRUE|NA|NA|2010-02-17T20:59:00Z|2013-01-31T19:39:19Z
56|1058|52|"La Procuraduría General lo condenó a 6 años y 4 meses de cárcel por CELEBRACIÓN INDEBIDA DE CONTRATOS mientras se desempeñaba como Alcalde de su municipio natal en 1997. Perdió su investidura (19DIC07).

http://www.caracol.com.co/nota.aspx?id=513041
Visto: enero 31/13"|TRUE|NA|NA|2010-02-17T20:53:39Z|2013-01-31T19:41:50Z
55|1264|51|"Condenado a 6 años y 8 meses de prisión. (18MAY10). DETENIDO e INVESTIGADO por la Corte Suprema de Justicia por PECULADO POR APROPIACIÓN Y CELEBRACIÓN INDEBIDA DE CONTRATOS cuando se desempeñaba como alcalde de María la Baja, Bolívar.

http://www.elespectador.com/noticias/judicial/articulo-203797-condenan-mas-de-seis-anos-de-carcel-ex-congresista-silfredo-morale
Visto: enero 31/13"|TRUE|NA|NA|2010-02-17T20:52:34Z|2013-01-31T19:42:58Z
50|662|3|"La Corte ratificó su condena (09MAR11). CONDENADO a seis años de prisión en el proceso de la parapolítica (25NOV08). Detenido (31AGO09). Curul suspendida (20JUL07).

http://www.elespectador.com/articulo90348-seis-anos-de-prision-juan-manuel-lopez-cabrales
Visto: enero 31/13"|TRUE|NA|NA|2010-02-16T22:07:29Z|2013-01-31T19:48:49Z
49|46|1|"INDAGACIÓN PRELIMINAR  dentro del proceso de la FARCPOLITICA.

http://www.semana.com/wf_ImprimirArticulo.aspx?IdArt=110748
Visto: enero 31/13"|TRUE|NA|NA|2010-02-16T22:06:08Z|2013-01-31T19:49:54Z
47|565|19|"Estuvo DETENIDO y siendo investigado en el proceso de la PARAPOLÍTICA, acusado de enriquecimiento ilicito y constreñimiento al elector (07ABR08). ABSUELTO por falta de pruebas (16MAR08). Renunció a su curul (19AGO08).

http://www.caracol.com.co/nota.aspx?id=779192
Visto: enero 31/13"|TRUE|NA|NA|2010-02-16T21:39:27Z|2013-01-31T19:50:56Z
46|368|1|"Estuvo en INDAGACIÓN PRELIMINAR  dentro del proceso de la PARAPOLITICA (24JUL08). Falleció el 18 de enero de 2009.
http://www.semana.com/on-line/articulo/corte-suprema-abre-investigacion-senador-victor-renan-barco/94105-3
Visto: enero 31/13"|TRUE|NA|NA|2010-02-16T21:37:45Z|2013-01-31T19:52:39Z
39|612|24|"La Corte Suprema de Justicia archivó el proceso al no encontrar pruebas contundentes para relacionar a la exsenadora con grupos paramilitares. Se encontraba en INDAGACIÓN PRELIMINAR  dentro del proceso de la PARAPOLITICA en abril de 2007. Renunció a su curul (30ENE09).

http://www.elespectador.com/noticias/judicial/articulo-292390-archivan-proceso-parapolitica-contra-adriana-gutierrez
Visto: enero 31/13"|TRUE|NA|NA|2010-02-16T21:22:49Z|2013-01-31T20:01:43Z
66|1196|3|"CONDENADO a seis años de prisión y 2 mil SLMM en el proceso de la PARAPOLÍTICA (Diciembre 2007).

http://www.semana.com/wf_InfoArticulo.aspx?IdArt=108464
Visto: enero 31/12

Deberá pedir perdón a la sociedad, por orden de un juez (01FEB13).
http://www.elespectador.com/noticias/nacional/articulo-402307-dos-excongresistas-condenados-parapolitica-le-deberan-pedir-perd
Visto: febrero 01/13"|TRUE|NA|NA|2010-02-17T21:12:28Z|2013-02-01T16:09:06Z
111|197|1|"La Corte Suprema de Justicia le abrió investigación preliminar por posibles nexos con grupos armados ilegales el 03 de julio de 2009.

http://www.verdadabierta.com/nunca-mas/asesinatos/union-patriotica/1398-corte-suprema-abre-investigacion-contra-congresista-hector-javier-osorio-botello-por-parapolitica
Visto: enero 28/13"|TRUE|NA|NA|2010-04-23T14:38:45Z|2013-01-28T21:23:49Z
115|752|13|"El Consejo de Estado despojó de la credencial al representante a la Cámara por el Valle Eiber Gustavo Navarro, del Movimiento Popular Unido, pues en su providencia, el máximo tribunal anuló 90 mesas de doce municipios del departamento del Valle, luego de comprobar fraude y adulteración de los resultados. En reemplazo de Navarro, el Consejo de Estado entregó la curul a Luis Antonio Cuéllar, segundo reglón de la lista que encabezó el ex comandante de la Tercera División del Ejército Jaime Ernesto Canal. 

http://www.elcolombiano.com/BancoConocimiento/O/olac_consejo_estado_quita_credencial_congresista_colprensa_ana_04112004/olac_consejo_estado_quita_credencial_congresista_colprensa_ana_04112004.asp

Visto: Enero 28/13"|TRUE|NA|NA|2010-04-29T20:07:10Z|2013-01-28T20:58:56Z
10|399|3|"Condenado a 90 meses de prisión (18AGO10). El ex parlamentario también deberá pagar una sanción pecuniaria de más de 3.300 millones de pesos, equivalentes a 6.500 salarios mínimos mensuales  vigentes y estará inhabilitado para el ejercicio de funciones públicas durante el mismo lapso que dure la pena. Estuvo DETENIDO y siendo investigado en el proceso de la PARAPOLÍTICA Bloque Elmer Arenas (08ABR08). 

De igual forma, la Procuraduría General formuló pliego de cargos contra el excongresista por sus presuntos vínculos con grupos paramilitares para lograr un beneficio político y electoral (01NOV12).

http://www.elespectador.com/noticias/judicial/articulo-384560-procuraduria-abrio-proceso-contra-excongresista-humberto-builes
Visto: enero 28/13"|TRUE|NA|NA|2010-02-15T21:17:15Z|2013-02-01T14:24:44Z
4|100|24|"Estuvo en INDAGACIÓN PRELIMINAR  dentro del proceso de la PARAPOLITICA. La Corte Suprema de Justicia decidió CERRAR su expediente (23JUN08).
http://www.eltiempo.com/archivo/documento/CMS-4343629
Visto: enero 28/13"|TRUE|NA|NA|2010-02-15T21:01:19Z|2013-02-01T15:36:27Z
95|853|3|"INVESTIGADO por parte de la Corte Suprema de Justicia dentro del proceso de la PARAPOLITICA.  Fue DETENIDO (23ENE09). Renunció a la curul (01ABR09). Fue CONDENADO por la Corte Suprema de Justicia  a 7 años y 5 meses de prisión por sus nexos con el Bloque Central Bolívar de las Auc. (16SEPT10).

http://www.eltiempo.com/colombia/justicia/condena-al-ex-congresista-miguel-ngel-rangel-por-parapolitica_7909685-1

Visto: enero 30/13"|TRUE|NA|NA|2010-02-22T21:10:16Z|2013-01-30T21:19:24Z
164|9|58|"La Procuraduría General de la Nación le inició investigación disciplinaria (11MAR11). La investigación se origina a partir de la compulsa de copias que hiciera la Corte Suprema de Justicia para investigar los supuestos indebidos manejos en la Dirección Nacional de Estupefacientes. Llamado a versión libre (18ENE12).

http://www.elespectador.com/noticias/judicial/articulo-256299-escandalo-de-dne-procuraduria-abre-indagacion-13-
dirigentes
Visto: enero 24/13

La Corte Suprema abrió investigación preliminar en contra por el supuesto tráfico de influencias que ejercieron dentro de la Dirección Nacional de Estupefacientes, DNE (06ABR11).
http://www.elespectador.com/noticias/judicial/articulo-261299-caso-dne-corte-abre-indagacion-14-dirigentes
Visto: enero 24/13
"|TRUE|NA|NA|2011-03-14T15:47:44Z|2013-01-24T20:49:43Z
27|1007|3|"Ante el Consejo de Estado el exsenador Luis Eduardo Vives Lacouture solicitó que se anule la sanción disciplinaria interpuesta por la Procuraduría General en su contra por vínculos con grupos paramilitares (12ABR13). CONDENADO a siete años de prisión y $923 millones en el proceso de la PARAPOLÍTICA (01AGO08). Se le dio casa por cárcel alegando ser padre cabeza de familia (9ENE09) pero se rebocó la medida al no demostrar la situación de cabeza de hogar (10MAR09). Renunció a la curul (27NOV07).

http://www.elespectador.com/noticias/judicial/articulo-415526-exsenador-luis-eduardo-vives-lacouture-pide-se-anule-fallo-disci
Tomado: abril 12/13

http://www.elespectador.com/parapolitica/articulo-luis-eduardo-vives-condenado-siete-anos-parapolitica
Visto: enero 30/13"|TRUE|NA|NA|2010-02-15T22:24:46Z|2013-04-12T16:56:58Z
114|256|85|"Tiene investigación preliminar por posibles nexos con grupos armados ilegales. Se abrió investigación penal y disciplinaria pues el senador habría hecho gestiones irregulares para que le fueran entregados nueve establecimientos de comercio, denominados Mercacentro y Mercafácil, a la Caja de Compensación del Tolima, representada por Nélson Norbey Quintero.

http://www.kienyke.com/2011/11/30/los-pecados-de-catorce-congresistas/

Visto: enero 28/13"|TRUE|NA|NA|2010-04-27T22:30:51Z|2013-01-28T20:59:50Z
108|2485|1|"Tiene una investigación preliminar por presuntos nexos con grupos armados ilegales.
http://www.eje21.com.co/index.php?option=com_content&task=view&id=13170&Itemid=1
Visto: enero 30/13"|TRUE|NA|NA|2010-04-20T15:46:53Z|2013-01-30T15:19:03Z
106|970|31|"Investigan origen de más de $130 millones de pesos transportados en avioneta vinculados a campaña política (13MAR10).

http://www.caracol.com.co/noticias/judicial/investigan-origen-de-mas-de-130-millones-de-pesos-transportados-en-avioneta-vinculados-a-campana-politica/20100313/nota/968458.aspx
Visto: enero 30/13"|TRUE|NA|NA|2010-04-13T16:04:22Z|2013-01-30T15:30:18Z
25|1309|6|"Renunció por inhabilidad para ocupar el cargo (18AGO09). LLAMADO A JUICIO (09DIC09).
www.procuraduria.gov.co/.../file/.../161-02600.do... - 
Visto: enero 28/13"|TRUE|NA|NA|2010-02-15T22:18:50Z|2013-02-01T14:06:52Z
120|868|12|"Fue condenado a 18 meses de prisión domiciliaria por la Sala Penal del Tribunal Superior de Tunja, por el delito de receptación, quedando inhabilitado para el ejercicio de funciones públicas por igual tiempo que la pena principal.

http://www.terra.com.co/elecciones_2002/congreso_2002_2006/22-07-2002/nota63342.html

Visto: enero 28/13"|TRUE|NA|NA|2010-05-04T16:01:27Z|2013-01-28T20:51:08Z
168|2486|3|"El congresista Conde Romero fue condenado (06ABR11) a 60 meses de prisión luego de que la Sala penal de la Corte Suprema de Justicia lo declarara culpable del cargo de concierto para delinquir agravado, derivado de su vinculación al escándalo de la parapolítica. Fue detenido (08JUN10) por sus presuntos vínculos con paramilitares. Conde Romero es investigado luego de que Edward Cobos Téllez, alias ‘Diego Vecino’, sostuviera durante una audiencia pública que los paramilitares sí tuvieron varios vínculos con él. 

http://www.elespectador.com/noticias/judicial/articulo-261335-parapolitica-condenan-jose-maria-conde-romero
Visto: enero 24/13"|TRUE|NA|NA|2011-04-07T16:13:10Z|2013-01-24T20:46:15Z
154|574|25|"La Fiscalía precluyó la investigación que se adelantaba en contra del ex senador Gnecco, por su presunta relación con miembros de las AUC (08NOV09). En marzo de 2008 tenía investigación  como presunto responsable del delito de concierto para delinquir agravado, según determinó un fiscal de la Unidad Nacional Antiterrorismo.

http://www.elespectador.com/articulo155466-cierran-investigacion-parapolitica-contra-pepe-gnecco
Visto: enero 24/13"|TRUE|NA|NA|2010-12-09T21:49:19Z|2013-01-24T21:01:20Z
127|60|41|La cifra de votos obtenidos corresponde al total de votos del partido, dado que éste inscribió una lista cerrada.|TRUE|NA|NA|2010-07-19T21:33:17Z|2010-07-19T21:33:17Z
128|98|41|La cifra de votos obtenidos corresponde al total de votos del partido, dado que éste inscribió una lista cerrada.|TRUE|NA|NA|2010-07-19T21:35:13Z|2010-07-19T21:35:13Z
129|288|41|La cifra de votos obtenidos corresponde al total de votos del partido, dado que éste inscribió una lista cerrada.|TRUE|NA|NA|2010-07-19T21:35:41Z|2010-07-19T21:35:41Z
125|2212|2|"Fue detenido (18FEB11) por orden de la Corte Suprema de Jusiticia. La Fiscalía dictó medida de aseguramiento contra el ex congresista santandereano Carlos Reinaldo Higuera Escalante, por sus presuntos vínculos con las Autodefensas, en particular, con el desmovilizado jefe paramilitar Iván Roberto Duque, alias Ernesto Báez.

En la misma providencia, la Fiscalía se abstuvo de imponer medida de aseguramiento a Carlos Julio Galvis Anaya, quien continuará vinculado al proceso.

http://www.elespectador.com/noticias/judicial/articulo-251814-parapolitica-capturan-exsenadores-galvis-e-higuera
Visto: enero 28/13"|TRUE|NA|NA|2010-05-19T16:02:06Z|2013-01-28T16:16:42Z
123|455|3|"El ex senador Carlos Arturo Clavijo Vargas fue condenado a 45 meses de prisión por el delito de concierto para delinquir agravado, tras comprobarse sus nexos con las Autodefensas Unidas de Colombia. (14OCT08).

http://www.elcolombiano.com/BancoConocimiento/C/clavijo_a_pagar_por_parapolitica/clavijo_a_pagar_por_parapolitica.asp
Visto: enero 28/13"|TRUE|NA|NA|2010-05-19T15:57:22Z|2013-01-28T16:24:48Z
122|1126|38|"Inhabilitan permanente al ex congresista Jesús Reyes Gosselin por no entregar un arma. El ex congresista no devolvió al Congreso una pistola Smith & Wesson, de calibre nueve milímetros que recibió el 13 de octubre del 2004 para su seguridad y que fue avaluada en 961.067 pesos. El ex congresista no pudo ser ubicado después de su salida del Congreso. La dirección de su residencia en Magangué (Bolívar) no existe y jamás contestó a los llamados de la Procuraduría para que respondiera en el proceso disciplinario (05MAY09).

http://colombia.noticiasabc.com/2009/03/05/inhabilitan-permanente-al-ex-congresista-jesus-reyes-gosselin-por-no-entregar-un-arma/
Visto: enero 28/13"|TRUE|NA|NA|2010-05-05T16:51:11Z|2013-01-28T16:26:04Z
119|650|37|"El primero de junio de 2009, la Corte Suprema de Justicia abrió investigación preliminar contra el ex congresista y hoy embajador de Colombia en Brasil, Tony Jozame Amar, porque supuestamente recibió prebendas para favorecer la reelección (17JUN09).

http://www.caracol.com.co/noticias/judicial/inician-investigacion-preliminar-al-embajador-tony-jozame-amar/20090617/nota/830730.aspx
Visto: enero 28/13"|TRUE|NA|NA|2010-05-04T15:43:12Z|2013-01-28T20:52:24Z
117|535|3|"Condenado a 7 años y medio de prisión por su participación en el llamado Pacto de Ralito con las Autodefensas (08FEB12). Fue detenido el 25 de noviembre de 2008 por presuntos nexos con las Auc. Pidió la detención domiciliaria, a través de su abogado, por quebrantos de salud.

http://www.elespectador.com/noticias/judicial/articulo-325488-condenados-90-meses-de-prision-tres-excongresistas-el-pacto-de-r
Visto: enero 28/13"|TRUE|NA|NA|2010-05-03T17:00:44Z|2013-01-28T20:54:17Z
16|1856|3|"Condenado a 72 meses de prisión por vínculos con grupos paramilitares que operaron en Norte de Santander (17SEPT09). DETENIDO e INVESTIGADO dentro del proceso de la PARAPOLÍTICA (21ABR08).

http://www.verdadabierta.com/justicia-y-paz/extraditados/1658-corte-suprema-condena-a-senador-ricardo-elcure-por-parapolitica
Visto: enero 28/13"|TRUE|NA|NA|2010-02-15T21:46:04Z|2013-02-01T14:17:24Z
98|1181|2|"El 30 de julio de 2008 se le abrió  INDAGACIÓN PRELIMINAR  dentro del proceso de la PARAPOLITICA. Fue detenido el 29 de abril de 2010 por orden de la Corte Suprema de Justicia, que lo investiga por presuntos nexos con miembros del cartel del Norte del Valle. 

http://www.semana.com/noticias-justicia/luis-carlos-restrepo-orozco-su-carrera-norte-del-valle/138234.aspx
Visto: enero 30/13"|TRUE|NA|NA|2010-02-22T21:14:55Z|2013-01-30T16:23:48Z
126|108|40|"CAPTURADO (01oct09) por corrupción al sufragante. Condenado a seis años de prisión por corrupción al sufragante. (08JUL10). CAPTURADO (01OCT09).

http://www.elespectador.com/noticias/judicial/articulo-212351-condenado-seis-anos-de-carcel-congresista-fabio-arango-torres
Visto: enero 28/13"|TRUE|NA|NA|2010-07-08T18:40:06Z|2013-01-31T16:59:56Z
135|2644|2|"Por orden de detención de la Corte Suprema de Justicia fue detenido el día 17 de septiembre de 2010, por su presunta responsabilidad en el escándalo de la parapolítica. Nader fue mencionado por Freddy Rendón Herrera, alias ‘El Alemán' entre los políticos apoyados por las Auc. 

http://www.elespectador.com/noticias/judicial/articulo-224812-parapolitica-capturado-ex-senador-mario-salomon-nader
Visto: enero 24/13"|TRUE|NA|NA|2010-09-17T15:54:23Z|2013-01-24T21:16:48Z
62|1011|3|"Condenado por concierto para delinquir agravado (14ABR11) a 7 años y seis meses de cárcel, por la Corte Suprema de Justicia. Capturado ese mismo día.  Estuvo detenido (18JUL07). RENUNCIO A LA CURUL para hacerle frente al proceso judicial de la parapolitica abierto por la Corte Suprema de Justicia (22ENE08).

http://www.caracol.com.co/noticias/judicial/se-entrego-el-representante-por-casanare-oscar-wilches/20070719/nota/455848.aspx
Visto: enero 31/13

http://m.elespectador.com/noticias/judicial/articulo-263184-capturado-excongresista-oscar-leonidas-wilches
Visto: enero 31/13"|TRUE|NA|NA|2010-02-17T21:03:45Z|2013-01-31T19:37:27Z
144|2224|3|"Condenado a 4 años y 5 meses de cárcel (01SEPT11). Detenido (28SEPT10) Investigado por el supuesto delito de concierto para delinquir con el Bloque Élmer Cárdenas de las Autodefensas Campesinas de Córdoba y Urabá (ACCU) comandado por Freddy Rincón Herrera, alias El Alemán.

http://www.elnuevosiglo.com.co/articulos/9-2011-condenados-tres-ex-congresistas.html?utm_source=twitterfeed&utm_medium=twitter
Visto: enero 24/13
"|TRUE|NA|NA|2010-09-29T14:54:11Z|2013-01-24T21:10:22Z
89|1315|3|"Condenado a 7 años de prisión (12OCT11) por concierto para delinquir. Fue DETENIDO (31AGO09) por el proceso de la parapolítica, es decir, concierto para delinquir agravado. Investigado desde 4 meses antes por nexos con el bloque cacique pipintá de las autodefensas. SE SUSPENDE CONDICIÓN CONGRESIONAL.

http://elespectador.com/noticias/judicial/articulo-305138-condenado-siete-anos-de-prision-excongresista-juan-pablo-sanchez
Visto: enero 31/13"|TRUE|NA|NA|2010-02-22T21:02:51Z|2013-01-31T15:33:43Z
78|409|3|"CONDENADO a seis años de prisión y multa de 1.600 millones en el proceso de la PARAPOLÍTICA (Diciembre 2007) De acuerdo a información de prensa. Salió en libertad al cumplir las tres cuartas partes de la pena impuesta. (03FEB09)

http://www.verdadabierta.com/parapolitica/842-firmante-del-pacto-de-ralito-en-libertad
Visto: enero 31/13
http://www.noticiasabc.com/2009/02/03/alfonso-campo-escobar-recupero-su-libertad-2/
Visto: enero 31/13"|TRUE|NA|NA|2010-02-17T21:43:06Z|2013-01-31T16:38:44Z
143|1152|3|"La Sala Penal de la Corte Suprema de Justicia lo condenó a ocho años de prisión en el proceso que se le adelanta por sus nexos con grupos paramilitares (06MAR13). Detenido (28SEP10) Investigado por el supuesto delito de concierto para delinquir con el Bloque Elmer Cárdenas de las Autodefensas Campesinas de Córdoba y Urabá (ACCU), comandado por Fredy Rendón Herrera, alias ‘el Alemán’.

http://www.elespectador.com/noticias/judicial/articulo-408735-parapolitica-condenan-ocho-anos-de-prision-excongresita-estanisl
Tomado: marzo 07/13

http://www.verdadabierta.com/index.php?option=com_content&id=2754
Visto: enero 24/13"|TRUE|NA|NA|2010-09-29T14:51:24Z|2013-03-07T20:51:52Z
147|26|1|"Investigado preliminarmente por la Corte Suprema de Justicia sindicado de tener supuestos nexos con grupos al margen de la Ley.

http://www.caracol.com.co/nota.aspx?id=811570 
Visto: enero 24/13"|TRUE|NA|NA|2010-10-07T21:29:15Z|2013-01-24T21:05:35Z
